province,city_or_municipality,position,name,nikname,votes_obtained
Ilocos Sur,Lidlidda,Councilor,"Abaten, Telesforo Sagban",Poro,1161
Nueva Vizcaya,Alfonso Castaneda,Councilor,"Eday, Benjamin Doyog",Ben,1162
Romblon,San Fernando,Councilor,"Sombilon, Egdon Tugnao",Bong,1163
Abra,Danglas,Vice-Mayor,"Jenkins, Maria Elena Alcartado",Gina,1164
Mountain Province,Barlig,Councilor,"Changilan, Genesis Tenangag",Kamadchu,1164
Ifugao,Hungduan,Councilor,"Dumulag, Manuel Matoc",Manny,1167
Ilocos Sur,Gregorio del Pilar Concep,Councilor,"Baliling, Francisco Binedbed",Balinio,1167
Ilocos Sur,Alilem,Councilor,"Liyo, Cesario Binay-An",Sario,1168
Quezon,Patnanungan,Councilor,"Ditan, Erlito Crisostomo",Dodong,1171
Quezon,Patnanungan,Councilor,"Demin, Alvaro Bantucan",Balo,1172
Abra,Boliney,Councilor,"Valera, Rowis Sagmayao",Lowis,1174
Quezon,Jomalig,Councilor,"Tejada, Rodrigo Calvario",Paa,1174
Sulu,Panglima Estino New Pan,Councilor,"Suil, Ronie Bakun",Ronie,1177
Abra,Danglas,Mayor,"Bernos, Esther Blando",Tering,1177
Quezon,Jomalig,Councilor,"Almadrones, Gerardo Alpay",Gerry,1178
Nueva Vizcaya,Ambaguio,Councilor,"Padiw, Romeo Balabal",Romy,1179
Lanao del Sur,Tagoloan,Vice-Mayor,"Sacar, Dimalipos Capal",Momol,1181
Abra,Langgiden,Councilor,"Valera, Ronaldo Blue",Ronie,1184
Lanao del Sur,Binidayan,Councilor,"Abdul Carim, Ali Satar Mahmod Sultan",Ustadz,1185
Lanao del Sur,Lumbaca-Unayan,Vice-Mayor,"Tadua Aloyodan, Azis Apollo Sangcaraya",Andon,1194
Abra,Boliney,Councilor,"Agsallong, Arnold Lizalis",Allupog,1196
Samar (Western Samar),San Jose De Buan,Councilor,"Rebato, Noli Sumayo",Kokoy,1197
Abra,Lagayan,Councilor,"Ruben, Aguinaldo Bawalan",Agui,1198
Ilocos Sur,Gregorio del Pilar Concep,Councilor,"Postin, Gregorio Quila",Gorio,1203
Abra,Boliney,Councilor,"Boy-Os, Lino Tolagan",Tingli,1205
Romblon,Ferrol,Councilor,"Gelindon, Pedro Fabila",Endong,1206
Nueva Vizcaya,Ambaguio,Councilor,"Baldino, Joseph Habiatan",Cat-M,1207
Sulu,Hadji Panglima Tahil Mar,Councilor,"Masarik, Faizal Alih",Fai,1210
Ifugao,Hungduan,Councilor,"Hangdaan, John Dayuwan",John,1210
Ilocos Sur,Gregorio del Pilar Concep,Councilor,"Burgos, Domingo Buagayan",Boying,1210
Sulu,Panglima Estino New Pan,Councilor,"Jamil, Sihon Alih",Sihon,1212
Abra,Licuan-Baay Licuan,Vice-Mayor,"Millare, Christopher Sr. Leones",Ofring,1212
Ifugao,Hungduan,Councilor,"Haguyayap, Romeo Lango",Romy,1214
Samar (Western Samar),San Jose De Buan,Councilor,"Dapacpac, Dominic Picardo",Minic,1214
Ilocos Sur,Nagbukel,Councilor,"Barroga, Imelda Cardona",Melda,1215
Nueva Vizcaya,Ambaguio,Councilor,"Ullanggi, Leonardo Magah-Ngoh",Nardo,1215
Samar (Western Samar),San Jose De Buan,Councilor,"Rebato, Alicia Lazarra",Alice,1218
Apayao,Pudtol,Councilor,"Soriano, Pepito Begu",Peping,1222
Quezon,Patnanungan,Councilor,"Demin, Dante Sollestre",Dante,1223
Sulu,Panglima Estino New Pan,Councilor,"Andal, Masukod Alil",Ukod,1224
Abra,Lagayan,Councilor,"Bayle, George Taguinod",Dagol,1226
Sulu,Lugus,Councilor,"Wahab, Dhoh Dammang",Dhoh,1227
Sulu,Panglima Estino New Pan,Councilor,"Husaim, Madjuri Adjaraini",Madjuri,1227
Zamboanga del Norte,La Libertad,Vice- Mayor,"Zamora, Lowile Caroro",Wel,1228
Sulu,Panglima Estino New Pan,Councilor,"Silungan, Alih Adjaraini",Alih,1232
Ilocos Sur,Alilem,Councilor,"Jaramillo, Remigio Castillo",Romeo,1232
Surigao del Norte,Pilar,Mayor,"Rayos, Sulueta Pomoy",Lita,1233
Mountain Province,Sadanga,Mayor,"Fagto, Estanislao Carpet",Eslao,1234
Palawan,Agutaya,Mayor,"Zabalo, Zosimo N.",-,1235
Eastern Samar,Maslog,Councilor,"Campomanes, David Arago",Dave,1236
Abra,Licuan-Baay Licuan,Councilor,"Dapapa, Loreto Magala",Awal,1240
Romblon,Ferrol,Councilor,"Recto, Jameson Gamos",James,1240
Batanes,Basco,Councilor,"Estamo, Tomas Jr. Reyes",Tom,1245
Samar (Western Samar),San Jose De Buan,Councilor,"Lazarra, Salvador Mabao",Boboy,1246
Lanao del Sur,Pagayawan Tatarikan,Councilor,"Amerol, Cairoden Malawani",Cai,1255
Romblon,Ferrol,Councilor,"Compas, Leonora Andrade",Neneng,1256
Samar (Western Samar),San Jose De Buan,Councilor,"Obinguar, Gemma Lazarra",Emak,1256
Abra,Boliney,Councilor,"Balao-As, Balnawi Sulimen",Balnaw,1259
Surigao del Norte,San Benito,Councilor,"Dedumo, Rushford Pingal",Ford,1259
Abra,Danglas,Councilor,"Layugan, Michaela Barros",Marie,1260
Romblon,San Fernando,Councilor,"Malicse, Edgar Mariano",Boboy Ega,1261
Abra,San Isidro,Councilor,"Damian, Melchora Fe Pacsa",Cozy,1262
Sulu,Hadji Panglima Tahil Mar,Vice- Mayor,"Datan,  Galib Kinong",Lib,1264
Sulu,Lugus,Councilor,"Hassan, Julkipli Hassan",Jul,1267
Cagayan,Santa Praxedes,Councilor,"Estabillo, Aurora Viloria",Auring,1268
Sulu,Lugus,Vice- Mayor,"Butlangan, Al-Halik Jaroni",Al,1272
Batanes,Basco,Councilor,"Abela, Sergio Jr. Agudo",Gaji,1272
Quezon,Jomalig,Vice-Mayor,"Belda, Ruben Sr. Torrecampo",Ugik,1273
Ilocos Sur,Nagbukel,Councilor,"Reyes, Yolanda Manangan",Yolly,1275
Surigao del Norte,San Benito,Councilor,"Rivas, Tomasa Paredes",Nene,1281
Quezon,Jomalig,Councilor,"Tadado, Arturo Jr. Demin",Turing,1290
Quezon,Jomalig,Mayor,"Tena, Rodelo Torres",Tres,1292
Batanes,Basco,Councilor,"Castillejos, Ramona Aceron",Monay,1303
Sulu,Hadji Panglima Tahil Mar,Mayor,"Burahan, Nedra Sahial",Ned,1304
Ilocos Sur,Nagbukel,Councilor,"Sambajon, Mario Jose Cachola",Mario,1306
Lanao del Sur,Sultan Dumalondong,Councilor,"Bacaraman, Satar Umpara",Cesar,1312
Abra,Boliney,Councilor,"Luis, Benjun Pio",Allang,1313
Romblon,San Fernando,Vice-Mayor,"Samson, Ronnie Dalayday",Tho,1314
Lanao del Sur,Sultan Dumalondong,Councilor,"Macaindig, Isa Cate",Isa,1315
Batanes,Basco,Councilor,"Cari, Carlito Lafuente",Caloy Cari,1316
Romblon,Banton,Councilor,"Fietas, Aguinaldo Faderan",Guinal,1319
Cagayan,Santa Praxedes,Mayor,"Aguinaldo, Esterlina Ancheta",Etang,1321
Quezon,Jomalig,Councilor,"Lauce, Fidel Tapado",Nonoy,1321
Misamis Ocidental,Clarin,Mayor,"Pilota, Benjamin Jr. Dequina",Ben,1324
Basilan,Akbar,Councilor - 1St District,"Unang, Nuruddin Musa",Bagets,1327
Ilocos Sur,San Idelfonso,Councilor,"Villegas, Juanito Rin",Aning,1331
Cagayan,Santa Praxedes,Councilor,"Languido, Reymundo Leal",Rey,1331
Lanao del Sur,Binidayan,Councilor,"Manirado, Ali Satar Macabenta",Ali,1333
Ilocos Sur,Nagbukel,Councilor,"Cabang, Orlando Cabanting",Lando,1338
Romblon,Banton,Councilor,"Fabellon, Pershing Fabroa",Pershing,1339
Abra,Boliney,Vice-Mayor,"Stimson, Querico Samonte",Iskong,1340
Romblon,Banton,Councilor,"Fetizanan, Cresenciano Fesalbon",Canong,1342
Romblon,San Fernando,Councilor,"Venus , Ellen Aguirre",Len,1342
Isabela,Maconacion,Vice-Mayor,"Domingo, Erlinda Mora",Linda,1345
Lanao del Sur,Kapai,Councilor,"Eppie, Shainollah Poly Pasagi",Puti,1347
Lanao del Sur,Pagayawan Tatarikan,Councilor,"Abdulwahab, Abdulwahid Al-Sarip",Wahid,1351
Mountain Province,Besao,Councilor,"Santong, Doroteo Buking",Dolot,1352
Surigao del Norte,Pilar,Councilor,"Dominos, Crisanto Pomoy",Andoy,1353
Lanao del Sur,Sultan Dumalondong,Councilor,"Macaraya, Nos-Ha Panadigan Mamdeg",Abuhayan Noska,1357
Abra,San Isidro,Vice-Mayor,"Pacsa, Venerando Jr. Agudal",Jun-Jun,1358
Samar (Western Samar),San Jose De Buan,Vice-Mayor,"Elizalde, Joaquin Rebato",Ake,1358
Abra,Boliney,Councilor,"Balao-As, Benido Jr.. Stimson",Manchat,1359
Romblon,Banton,Councilor,"Faigao, Abner Fadri",Dutchie,1360
Surigao del Norte,San Benito,Vice- Mayor,"Amedo, Desideria Glimane",Ceding,1360
Batanes,Basco,Councilor,"Falces, Joward Picar",Joward,1363
Surigao del Norte,San Benito,Mayor,"Bhandari, Asteria Glimane",Aster,1363
Abra,San Isidro,Mayor,"Pacsa, Ernesto Jr. Montero",Jojo,1368
Romblon,Banton,Councilor,"Fonte, Bemboy Magsino",Emboy,1369
Isabela,Maconacion,Mayor,"Talosig, Francisco Guiyab",Frank,1370
Samar (Western Samar),San Jose De Buan,Councilor,"Plana, Julito Rebato",Julito,1374
Lanao del Sur,Tugaya,Councilor,"Musor, Amer Untali",Signal Ka,1377
Tawi-tawi,Sitangkai,Councilor,"Asiri, Nasser Julie",Nas,1378
Ilocos Sur,Alilem,Councilor,"Valencia, Orlando Sr. Manzano",Lando,1379
Lanao del Sur,Tagoloan,Councilor,"Hadji Salic, Malic Pangcoga",,1382
Surigao del Norte,Pilar,Councilor,"Trembevilla, Yolin Estebe",Lin,1383
Cagayan,Santa Praxedes,Councilor,"Cabrera, Justo Cabbat",Jessie,1384
Eastern Samar,General Macarthur,Councilor,"Laciste, Fidel Sr. Lacanaria",Calamay,1387
Surigao del Norte,San Benito,Councilor,"Mendavia, Charlito Estaloza",Nonong,1388
Romblon,Ferrol,Councilor,"Tan, Zenaida Uy",Dading,1392
Mountain Province,Besao,Councilor,"Bal-O, Gabriel Tanglib",Donyul,1395
Lanao del Sur,Pagayawan Tatarikan,Councilor,"Alawi, Amanoden Casim",Amano,1396
Palawan,Agutaya,Councilor,"Labrador, Arnulfo L.",-,1397
Eastern Samar,General Macarthur,Councilor,"Naldo, Zacarias Macabare",Carling,1400
Cagayan,Santa Praxedes,Councilor,"Aguirre, Christopher Biado",Cris-Phey,1401
Ilocos Sur,Nagbukel,Vice-Mayor,"Calpito, Dario Cadabis",Dar,1402
Samar (Western Samar),San Jose De Buan,Mayor,"Rebato, Melania Mabao",Mila,1405
Lanao del Sur,Tugaya,Councilor,"Abdulwahid, Abdulsamad Taher",Ustad Samad,1406
Palawan,Agutaya,Councilor,"Abique, Albert A.",-,1406
Abra,Luba,Councilor,"Sayen, Alejandrino Amoking",Domog,1407
Lanao del Sur,Pagayawan Tatarikan,Councilor,"Aguam, Abdul Abbas",Kadafy,1408
Surigao del Norte,San Benito,Councilor,"Estoque, Noel Cariaga",-,1409
Ilocos Sur,Alilem,Councilor,"Ligayo, Gaudencio Bulay",Dencio,1411
Ilocos Sur,San Idelfonso,Councilor,"Pamo, Mariano Jr. Madriaga",June,1414
Lanao del Sur,Pagayawan Tatarikan,Vice-Mayor,"Sandab, Alimaser Diranggoin",Ali,1415
Misamis Ocidental,Clarin,Vice-Mayor,"Vina, Juanidy Malandiay",Dodong,1416
Ilocos Sur,Alilem,Councilor,"Jacaban, Placido Gatchalian",Jack,1417
Sulu,Old Panamao,Councilor,"Pustahan, Ayyub Hussien",Yubi,1422
Abra,Sallapadan,Councilor,"Domingo, Jaime Bayon",Carpo,1423
Lanao del Sur,Sultan Dumalondong,Councilor,"Ramal, Langco Abdulmadid",Panandigan,1424
Romblon,San Fernando,Councilor,"Tinao, Tomas Sombilon",Tommy,1424
Eastern Samar,General Macarthur,Councilor,"Ablay, Daisy Macabocsit",Daisy,1425
Lanao del Sur,Sultan Dumalondong,Councilor,"Palawan, Gagao Solaiman",Kakay Tingcap,1426
Palawan,Agutaya,Councilor,"Caab, Adelina Z.",-,1429
Surigao del Norte,Pilar,Vice- Mayor,"Virtudazo, Marlon Malinao",Dasoy,1429
Cagayan,Santa Praxedes,Councilor,"Aguinaldo, Danilo  Ancheta",Danny Agui,1435
Mountain Province,Natonin,Councilor,"Aswat, Eduardo Nasarao",Eduard,1437
Quezon,Patnanungan,Councilor,"Manlugon, Nelson Gonzales",Esong,1438
Romblon,Banton,Vice-Mayor,"Fesariton, Jovito Fababeir",Joving,1441
Romblon,Santa Maria Imelda,Councilor,"Ibabao, Henerito Robea",Hener,1441
Surigao del Norte,Pilar,Councilor,"Orejas, Emmanuel Orejas",Lolong,1441
Romblon,Ferrol,Councilor,"Gregorio, Vicente Prado",Vic,1449
Ilocos Sur,Alilem,Councilor,"Gao-Ay, Samuel Pang-Es",Sam,1450
Surigao del Norte,San Benito,Councilor,"Estaloza, Samuel Sr. Dumas",Boboy,1451
La Union,San Juan,Councilor,"Ancheta, Rolando Gallardo",Ando,1452
Catanduanes,Gigmoto,Councilor,"Turado, Fanny Brazil",Fanny,1452
Basilan,Akbar,Councilor - 1St District,"Alano, Jauhara Muhadjarun",Uddi,1456
Abra,Tubo,Councilor,"Masadao, Rizalino Bomatnong",Salino,1457
Lanao del Sur,Tagoloan,Councilor,"Sarip, Mangondato Pala",Mancy,1459
Quezon,Patnanungan,Councilor,"Malarasta, Aquilino Magnaye",Elen,1460
Palawan,Agutaya,Councilor,"Tabarangao, Tirso L.",-,1464
Lanao del Sur,Tugaya,Councilor,"Abdulsosair, Tony Datumolok",Tony,1465
Ilocos Sur,Gregorio del Pilar Concep,Mayor,"Ciriaco, Gilbert Maog",Berting,1465
Northern Samar,Biri,Vice-Mayor,"Tubelleza, Editha Honrubia",Edith,1465
Lanao del Sur,Bumbaran,Councilor,"Abuso, Alexander Escolana",Sandy,1466
Sulu,Old Panamao,Councilor,"Jay, Amil Jama",Amil,1468
Abra,San Quintin,Councilor,"Claveria, Dionisio Callos",Diony,1469
Lanao del Sur,Tugaya,Councilor,"Adapun, Nasrodin Abdulmanan",Nasro,1470
Sulu,Old Panamao,Councilor,"Sarabi, Munawara Ismun",Onaw,1471
Abra,Luba,Councilor,"Bayudang, Delfin Sr. Angyadan",Pastor,1474
Ilocos Sur,Banayoyo,Councilor,"Vivencio, Alex Manzano",Alex,1476
Abra,Danglas,Councilor,"Gayyed, Marites Caddali",Tess,1479
Mountain Province,Besao,Councilor,"Magario, Pedro Sr. Yog-Ao",Mannog,1480
Batanes,Basco,Councilor,"Puriran, Romeo Amboy",Romy,1481
Mountain Province,Barlig,Vice-Mayor,"Sidchayao, Edmundo Challiis",Edmun,1484
Apayao,Pudtol,Councilor,"Bulsao, Robert Balanan",Bert,1485
Lanao del Sur,Tagoloan,Councilor,"Gandawali, Ayob Capal",Ayob,1486
Abra,San Isidro,Councilor,"Balanay, Yolanda Montero",Yolly,1486
Abra,Tubo,Councilor,"Loguibis, Roxas Bao-Anan",Lucas,1487
Romblon,Calatrava,Councilor,"Dela Cruz, Cyril Fajutag",Cy,1489
Romblon,Concepcion,Councilor,"Dela Cruz, Cyril Fajutag",Cy,1489
Nueva Vizcaya,Ambaguio,Councilor,"Gullunan, Francisco Gorenzo",Sico,1492
Abra,Villavicciosa,Councilor,"Oca, Ingrid Bumacsa",Ingrid,1493
Abra,Danglas,Councilor,"Acnam, Carmelo Manube",Ponglot,1494
Bohol,Corella,Councilor,"Ejera, Timoteo Sr. Anit",Teo,1495
Lanao del Sur,Bacolod- Kalawi Bacolod,Councilor,"Hadjinor, Paisal Hadji Latip",Panny,1498
Lanao del Sur,Tugaya,Councilor,"Abangon, Sha Nodin Pamli-An",Tako,1498
Romblon,Ferrol,Councilor,"Forcadas, Edgar Gamos",Gar,1498
Lanao del Sur,Lumbayanague,Councilor,"Gunting, Ali Binangcor",Alex,1501
Batanes,Basco,Councilor,"Tabuso, Jamerika Klaire Hordonez",Jamie,1502
Palawan,Agutaya,Councilor,"Edep, Elmo C.",-,1504
Ilocos Sur,San Idelfonso,Councilor,"Rocod, Pedro Palpal-Latoc",Ambong,1505
Ilocos Sur,Gregorio del Pilar Concep,Vice-Mayor,"Gallardo, Henry Sidingan",Henry,1506
Surigao del Norte,Pilar,Councilor,"Salvacion, Dindo Cempron",Dins,1506
Abra,Sallapadan,Councilor,"Bangibang, Rafael Licuben",Ollayang,1508
Romblon,Calatrava,Councilor,"Fajarillo, Rebecca Motin",Rebie,1509
Romblon,Concepcion,Councilor,"Fajarillo, Rebecca Motin",Rebie,1509
Catanduanes,Gigmoto,Councilor,"San Ramon, Noriel Guerrero",Nonie,1512
La Union,San Juan,Councilor,"Nisperos, Daniel N.",Danny,1513
Mountain Province,Besao,Councilor,"Pokkis, Daguio Dewe-An",Daguio,1514
Romblon,Calatrava,Councilor,"Bronce, Rizalito Famisoran",Quit,1514
Romblon,Concepcion,Councilor,"Bronce, Rizalito Famisoran",Quit,1514
Abra,Luba,Councilor,"Daoili, Romeo Colet",Romy,1516
Romblon,Calatrava,Councilor,"Fedelicio, Joseph Montesa",Otep,1516
Romblon,Concepcion,Councilor,"Fedelicio, Joseph Montesa",Otep,1516
Romblon,San Fernando,Mayor,"Tandog, Filipino Tumbagahan",Fil,1516
Lanao del Sur,Tagoloan,Councilor,"Amboloto, Tamano Cauyag",-,1517
Ilocos Sur,San Idelfonso,Councilor,"Guillen, Edgar Pacis",Bitoy,1520
Surigao del Norte,Pilar,Councilor,"Nier, Javier Etom",Ver,1521
Sulu,Old Panamao,Councilor,"Hawari, Muktadir O",Tasul,1522
Ifugao,Tinoc,Councilor,"Mayomes, Ben Madino",Benladen,1522
Abra,Penarrubia,Councilor,"Blanca, Joel Reboldela",Jo,1523
Lanao del Sur,Lumbayanague,Councilor,"Ditucalan, Amimoden Mangondato",Mino,1525
Romblon,Santa Maria Imelda,Councilor,"Mendezabal, Gerry Dela Vega",Boknoy,1525
Northern Samar,Gamay,Mayor,"Miranda, Basilio Jr. Luza",Bocao,1525
Ifugao,Tinoc,Vice-Mayor,"Guinsiman, Domingo Bayeng",Doming,1526
Isabela,Divilacan,Mayor,"Bulan, Venturito Cabaldo",Ben,1528
Palawan,Agutaya,Councilor,"Abela, John R.",-,1529
Benguet,Kibungan,Councilor,"Pascual, Doroteo Ligaten",Dory,1531
Romblon,Santa Maria Imelda,Councilor,"Corpin, Dennis Fortu",Den,1532
Ilocos Sur,San Idelfonso,Mayor,"Purisima, Christian Daniel Abaya",Christian,1534
Zamboanga del Norte,La Libertad,Councilor,"Tuba-On, Ramil Maagad",Tata,1537
Surigao del Norte,Pilar,Councilor,"Nogaliza, Renato Alcala",Nato,1538
Abra,Tubo,Councilor,"Gayad, Alfredo Corpus",Fred,1539
Palawan,Linapacan,Councilor,"Tejada, Freddie Odasco",Fred,1539
Ilocos Sur,Nagbukel,Councilor,"Alonzo, Ana Loida Caban",Lo-An,1540
Kalinga,Tanudan,Vice-Mayor,"Pugao, Eddie Manoy-Ap",Rudy,1541
Abra,Villavicciosa,Councilor,"Day-Em, Victor Tobias",Victor,1542
Mountain Province,Sadanga,Vice-Mayor,"Dangiwan, Francis Jr. Dakiwag",Daracan,1544
Abra,Tubo,Councilor,"Barcena, Nestor Guil-Ad",Salelet,1551
Catanduanes,Gigmoto,Councilor,"Tarrago, Julius Tindugan",Julz,1556
Sulu,Panglima Estino New Pan,Vice- Mayor,"Estino, Alih Kadil",Alih,1562
Abra,Tubo,Councilor,"Macalingay, Bernardo Daogas",Ottotan,1562
Abra,San Isidro,Councilor,"Bitana, Dominador Dela Cueva",Ador,1563
Romblon,Calatrava,Councilor,"Falqueza, Benjamin Malayo",Bening,1564
Romblon,Concepcion,Councilor,"Falqueza, Benjamin Malayo",Bening,1564
Lanao del Sur,Pualas,Councilor,"Maruhom, Salmaida Paker",Api,1566
Lanao del Sur,Tagoloan,Councilor,"Capal, Mama Tinoka",Kanakan,1566
Abra,Villavicciosa,Councilor,"Damasen, Dedicacion Fontanilla",Diding,1566
Ifugao,Hungduan,Vice-Mayor,"Ognayon, Geronimo Biyo",Geron,1566
Romblon,Banton,Councilor,"Fajilan, Cherry Fetalvero",Cherry,1566
Ilocos Sur,Banayoyo,Councilor,"Martinez, Filemon Adam",Bonglog,1568
Quezon,Patnanungan,Vice-Mayor,"Toledo, Rodrigo Berwega",Digoy,1568
Abra,Villavicciosa,Councilor,"Luzano, Manuel Valdez",Maning,1569
Eastern Samar,General Macarthur,Vice-Mayor,"Quiminales, Edwin Bagaindoc",Edwin,1573
Abra,Luba,Councilor,"Damuasen, Dionisio Jhon",Boting,1574
Ilocos Sur,San Esteban,Councilor,"Ysmael, Roger Castro",Roy,1574
Ifugao,Tinoc,Councilor,"Patnaan, Paul Taguiling",Pol,1576
Ilocos Sur,San Idelfonso,Councilor,"Aviso, Gloria Mamaril",Gma,1577
Ilocos Sur,San Idelfonso,Councilor,"Rivad, Luis Sr. Purisima",Loy,1580
Lanao del Sur,Bacolod- Kalawi Bacolod,Councilor,"Tarosan, Habib Saripada Bali",Datu A Mala,1581
Quezon,Perez,Councilor,"Alpay, Reynaldo Caparros",Naldy,1583
Mountain Province,Natonin,Councilor,"Dulay, Leonel Sr. Fiaching",Leo,1584
Mountain Province,Natonin,Councilor,"Tamangen, Eliseo Panisoc",Ely,1584
Lanao del Sur,Tugaya,Councilor,"Abdulrahman, Tawab Cader",Tawab,1587
Apayao,Pudtol,Councilor,"Agonoy, Norman Dacuycuy",Omman,1587
Abra,Sallapadan,Councilor,"Batoon, Filomeno Bintocan",Meno,1591
Romblon,Calatrava,Councilor,"Famorcan, Wilfredo Fajarito",Fred,1591
Romblon,Concepcion,Councilor,"Famorcan, Wilfredo Fajarito",Fred,1591
La Union,San Juan,Councilor,"Delos Reyes, Isidro Caiso",Amboy Kiangan,1591
Lanao del Sur,Tagoloan,Councilor,"Bangon, Taya Malang",Taya,1592
Southern Leyte,Anahawan,Councilor,"Siasol, Jame Escobal",Jimmy,1594
Lanao del Sur,Tagoloan,Councilor,"Capal, Helen Regalado",Helen,1596
Lanao del Sur,Kapai,Vice-Mayor,"Ibrahim-Lantong, Samsodin Dimaporo",Saheb,1597
Ilocos Sur,Banayoyo,Councilor,"Banasan, Rodolfo Rafael",Ulcong,1597
Ilocos Sur,Nagbukel,Councilor,"Manzano, Margarita Galicinao",Margie,1597
Dinagat Island,Tubajon,Councilor,"Llamera, Nacencia Gumato",Nacing,1598
Lanao del Sur,Kapai,Mayor,"Mangurun, Aminollah Hadji Ali",Amino,1601
Palawan,Linapacan,Councilor,"Palanca, Pablo Jr. Rafael",Boy,1601
Abra,Villavicciosa,Councilor,"Paned, Alex Mayer",Alex,1603
Ilocos Sur,Banayoyo,Councilor,"Manogan, Rodolfo Digay",Doctor,1604
Siquijor,Enrique Villanueva,Councilor,"Suminguit, Jesus Jr. Lomosad",Junior,1604
Lanao del Sur,Bacolod- Kalawi Bacolod,Councilor,"Adapun, Ombra Guro",Bert,1606
Samar (Western Samar),San Sebastian,Councilor,"Brazil, Dennis Bautista",Den-Den,1607
Eastern Samar,Maslog,Vice-Mayor,"Santiago, Heraclio Campomanes",Rac,1608
Lanao del Sur,Pualas,Councilor,"Tony, Hafidah Tanog-Mandi",Afida,1611
Palawan,Cagayancillo,Councilor,"Cayabo, Pancho Palarca",Pancho,1613
Abra,Villavicciosa,Councilor,"Agcalao, Peter Cadalig",Peter,1616
Mountain Province,Natonin,Councilor,"Baguinit, Paulino Lepaten",Kingos,1618
Palawan,Cagayancillo,Councilor,"Cayao, Rosalito Bungay",Citot,1618
Eastern Samar,Jipapad,Vice-Mayor,"Pajanustan, Fulgencio Sr. Porton",-,1618
Southern Leyte,Anahawan,Councilor,"Luta, Enrita Miones",Ern,1620
Romblon,Banton,Councilor,"Fegalan, Loi Jorge Fegalquin",Loi,1621
Eastern Samar,General Macarthur,Councilor,"Cabos, Jovelino Arceno",-,1621
Lanao del Sur,Pualas,Councilor,"Tanog, Jabber Saripada",Abel,1622
Abra,San Quintin,Councilor,"Severino, Villarin Placido",Elling,1624
Abra,Luba,Councilor,"Gabaoen, Osias Bisly",Osias,1625
Siquijor,Enrique Villanueva,Councilor,"Paculba, Leonardo Pagente",Nardo,1625
Samar (Western Samar),Matuguinao,Councilor,"Velarde, Bienvinida Sumagdon",Nene,1627
Ilocos Sur,San Idelfonso,Councilor,"Romano, Salvador Rizal",Badong,1628
Lanao del Sur,Lumbayanague,Councilor,"Batucapala, Bagro Po-Onadatu",Papao,1630
Romblon,Santa Maria Imelda,Councilor,"Mortel, Aristeo Jr. Mercano",Aris,1630
Batanes,Basco,Mayor,"Narag, Demetrius Paul Caballero",Demy,1633
Dinagat Island,Tubajon,Councilor,"Torotoro, Boilito Lospe",Boying,1633
Eastern Samar,General Macarthur,Councilor,"Waniwan, Primitivo Bagon",Priment,1634
Abra,Penarrubia,Councilor,"Damasen, Valeriano Valera, Jr.",Rany,1638
Apayao,Pudtol,Councilor,"Caluducan, Richard Limet",Rey,1639
Benguet,Sablan,Councilor,"Munar, Manuel Jr. Banasen",Manny,1639
Biliran,Maripipi,Councilor,"Pulga, Roque Balasanos",Toting,1639
Biliran,Maripipi,Councilor,"Mulles, Felisa Sta Singh",Feling,1642
Surigao del Norte,San Benito,Councilor,"Comandante, Marie Jane Suan",Dabing,1643
Benguet,Sablan,Councilor,"Juanitas, Caridad Mangosan",Caring,1644
Eastern Samar,General Macarthur,Mayor,"Macawile, Rafael Jr.  Arias",Payling,1644
Romblon,Ferrol,Vice-Mayor,"Agustin, Elias Ganan",Ely,1647
Lanao del Sur,Tubaran,Councilor,"Bilao, Abulkhair Mamis",H. Malik,1648
Palawan,Cagayancillo,Councilor,"Cayao, Henry Elejan",Ike,1648
Eastern Samar,Jipapad,Councilor,"Mato, Florentino III Pecenio",-,1648
Lanao del Sur,Tubaran,Councilor,"Osio, H Haron Amerol",Cali,1649
Ilocos Sur,Banayoyo,Councilor,"Garnace, Rodolfo Rialen",Rudy,1649
Surigao del Norte,Pilar,Councilor,"Macaldo, Franklin Gona",Frank,1649
Lanao del Sur,Tubaran,Councilor,"Abdulsalam, H Jamal Sigay",Poonadatu,1650
Ifugao,Hingyon,Councilor,"Olnanigon, Ferdinand Pihing",Pihing,1651
Romblon,Santa Maria Imelda,Councilor,"Orbe, Jocelyn Lozano",Baby,1651
Ilocos Sur,Lidlidda,Mayor,"Sagay, Jesus Manugan",Esus,1651
Siquijor,Enrique Villanueva,Councilor,"Bokingkito, Susano Pagador",Sano,1651
Abra,Tubo,Councilor,"Macario, Zaldy Wandasan",Zaldy,1653
Abra,San Quintin,Councilor,"Cotchay, Cristeto Florentino",Titong,1654
Abra,Tubo,Councilor,"Aurelio, Dominga Bomil-O",Doming,1654
Romblon,Banton,Mayor,"Faderanga, Jory Fadri",Jory,1654
Romblon,Ferrol,Mayor,"Fabila, Jason Mayor",Bj,1654
Eastern Samar,Maslog,Mayor,"Santiago, Septemio Campomanes",Bok,1656
Abra,Penarrubia,Councilor,"Bumogas, Delfin Balbin",Pin,1657
,Botolan,Councilor,"Tabligan, Luis Sr. Alvarez",Louie,1657
Abra,Villavicciosa,Councilor,"Bagno, Amelito Magayam",Totoy,1658
Lanao del Sur,Tubaran,Councilor,"Dimangadap, Wahid Bilao",Halim,1659
Benguet,Sablan,Councilor,"Tanas, Calixto Soltero",Calix,1659
